National Dex Number,Pokemon Name,Pokemon Pic URL,Pokemon Types,Abilities,"Base Stats (HP, Atk, Def, SpA, SpD, Speed)"
#0369,Relicanth,https://www.serebii.net/pokedex-sv/icon/new/369.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/rock.gif']","['Swift Swim', 'Rock Head', 'Sturdy']","['100', '90', '130', '45', '65', '55']"
#0370,Luvdisc,https://www.serebii.net/pokedex-sv/icon/new/370.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Swift Swim', 'Hydration']","['43', '30', '55', '40', '65', '97']"
#0371,Bagon,https://www.serebii.net/pokedex-sv/icon/new/371.png,['https://www.serebii.net/pokedex-bw/type/dragon.gif'],"['Rock Head', 'Sheer Force']","['45', '75', '60', '40', '30', '50']"
#0372,Shelgon,https://www.serebii.net/pokedex-sv/icon/new/372.png,['https://www.serebii.net/pokedex-bw/type/dragon.gif'],"['Rock Head', 'Overcoat']","['65', '95', '100', '60', '50', '50']"
#0373,Salamence,https://www.serebii.net/pokedex-sv/icon/new/373.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Intimidate', 'Moxie']","['95', '135', '80', '110', '80', '100']"
#0374,Beldum,https://www.serebii.net/pokedex-sv/icon/new/374.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Clear Body', 'Light Metal']","['40', '55', '80', '35', '60', '30']"
#0375,Metang,https://www.serebii.net/pokedex-sv/icon/new/375.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Clear Body', 'Light Metal']","['60', '75', '100', '55', '80', '50']"
#0376,Metagross,https://www.serebii.net/pokedex-sv/icon/new/376.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Clear Body', 'Light Metal']","['80', '135', '130', '95', '90', '70']"
#0377,Regirock,https://www.serebii.net/pokedex-sv/icon/new/377.png,['https://www.serebii.net/pokedex-bw/type/rock.gif'],"['Clear Body', 'Sturdy']","['80', '100', '200', '50', '100', '50']"
#0378,Regice,https://www.serebii.net/pokedex-sv/icon/new/378.png,['https://www.serebii.net/pokedex-bw/type/ice.gif'],"['Clear Body', 'Ice Body']","['80', '50', '100', '100', '200', '50']"
#0379,Registeel,https://www.serebii.net/pokedex-sv/icon/new/379.png,['https://www.serebii.net/pokedex-bw/type/steel.gif'],"['Clear Body', 'Light Metal']","['80', '75', '150', '75', '150', '50']"
#0380,Latias,https://www.serebii.net/pokedex-sv/icon/new/380.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']",['Levitate'],"['80', '80', '90', '110', '130', '110']"
#0381,Latios,https://www.serebii.net/pokedex-sv/icon/new/381.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']",['Levitate'],"['80', '90', '80', '130', '110', '110']"
#0382,Kyogre,https://www.serebii.net/pokedex-sv/icon/new/382.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],['Drizzle'],"['100', '100', '90', '150', '140', '90']"
#0383,Groudon,https://www.serebii.net/pokedex-sv/icon/new/383.png,['https://www.serebii.net/pokedex-bw/type/ground.gif'],['Drought'],"['100', '150', '140', '100', '90', '90']"
#0384,Rayquaza,https://www.serebii.net/pokedex-sv/icon/new/384.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']",['Air Lock'],"['105', '150', '90', '150', '90', '95']"
#0385,Jirachi,https://www.serebii.net/pokedex-sv/icon/new/385.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']",['Serene Grace'],"['100', '100', '100', '100', '100', '100']"
#0386,Deoxys,https://www.serebii.net/pokedex-sv/icon/new/386.png,['https://www.serebii.net/pokedex-bw/type/psychic.gif'],['Pressure'],"['50', '150', '50', '150', '50', '150']"
#0387,Turtwig,https://www.serebii.net/pokedex-sv/icon/new/387.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],"['Overgrow', 'Shell Armor']","['55', '68', '64', '45', '55', '31']"
#0388,Grotle,https://www.serebii.net/pokedex-sv/icon/new/388.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],"['Overgrow', 'Shell Armor']","['75', '89', '85', '55', '65', '36']"
#0389,Torterra,https://www.serebii.net/pokedex-sv/icon/new/389.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/ground.gif']","['Overgrow', 'Shell Armor']","['95', '109', '105', '75', '85', '56']"
#0390,Chimchar,https://www.serebii.net/pokedex-sv/icon/new/390.png,['https://www.serebii.net/pokedex-bw/type/fire.gif'],"['Blaze', 'Iron Fist']","['44', '58', '44', '58', '44', '61']"
#0391,Monferno,https://www.serebii.net/pokedex-sv/icon/new/391.png,"['https://www.serebii.net/pokedex-bw/type/fire.gif', 'https://www.serebii.net/pokedex-bw/type/fighting.gif']","['Blaze', 'Iron Fist']","['64', '78', '52', '78', '52', '81']"
#0392,Infernape,https://www.serebii.net/pokedex-sv/icon/new/392.png,"['https://www.serebii.net/pokedex-bw/type/fire.gif', 'https://www.serebii.net/pokedex-bw/type/fighting.gif']","['Blaze', 'Iron Fist']","['76', '104', '71', '104', '71', '108']"
#0393,Piplup,https://www.serebii.net/pokedex-sv/icon/new/393.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Torrent', 'Competitive']","['53', '51', '53', '61', '56', '40']"
#0394,Prinplup,https://www.serebii.net/pokedex-sv/icon/new/394.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Torrent', 'Competitive']","['64', '66', '68', '81', '76', '50']"
#0395,Empoleon,https://www.serebii.net/pokedex-sv/icon/new/395.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/steel.gif']","['Torrent', 'Competitive']","['84', '86', '88', '111', '101', '60']"
#0396,Starly,https://www.serebii.net/pokedex-sv/icon/new/396.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Keen Eye', 'Reckless']","['40', '55', '30', '30', '30', '60']"
#0397,Staravia,https://www.serebii.net/pokedex-sv/icon/new/397.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Intimidate', 'Reckless']","['55', '75', '50', '40', '40', '80']"
#0398,Staraptor,https://www.serebii.net/pokedex-sv/icon/new/398.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Intimidate', 'Reckless']","['85', '120', '70', '50', '60', '100']"
#0399,Bidoof,https://www.serebii.net/pokedex-sv/icon/new/399.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Simple', 'Unaware', 'Moody']","['59', '45', '40', '35', '40', '31']"
#0400,Bibarel,https://www.serebii.net/pokedex-sv/icon/new/400.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/water.gif']","['Simple', 'Unaware', 'Moody']","['79', '85', '60', '55', '60', '71']"
#0401,Kricketot,https://www.serebii.net/pokedex-sv/icon/new/401.png,['https://www.serebii.net/pokedex-bw/type/bug.gif'],"['Shed Skin', 'Run Away']","['37', '25', '41', '25', '41', '25']"
#0402,Kricketune,https://www.serebii.net/pokedex-sv/icon/new/402.png,['https://www.serebii.net/pokedex-bw/type/bug.gif'],"['Swarm', 'Technician']","['77', '85', '51', '55', '51', '65']"
#0403,Shinx,https://www.serebii.net/pokedex-sv/icon/new/403.png,['https://www.serebii.net/pokedex-bw/type/electric.gif'],"['Rivalry', 'Intimidate', 'Guts']","['45', '65', '34', '40', '34', '45']"
#0404,Luxio,https://www.serebii.net/pokedex-sv/icon/new/404.png,['https://www.serebii.net/pokedex-bw/type/electric.gif'],"['Rivalry', 'Intimidate', 'Guts']","['60', '85', '49', '60', '49', '60']"
#0405,Luxray,https://www.serebii.net/pokedex-sv/icon/new/405.png,['https://www.serebii.net/pokedex-bw/type/electric.gif'],"['Rivalry', 'Intimidate', 'Guts']","['80', '120', '79', '95', '79', '70']"
#0406,Budew,https://www.serebii.net/pokedex-sv/icon/new/406.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/poison.gif']","['Natural Cure', 'Poison Point', 'Leaf Guard']","['40', '30', '35', '50', '70', '55']"
#0407,Roserade,https://www.serebii.net/pokedex-sv/icon/new/407.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/poison.gif']","['Natural Cure', 'Poison Point', 'Technician']","['60', '70', '65', '125', '105', '90']"
#0408,Cranidos,https://www.serebii.net/pokedex-sv/icon/new/408.png,['https://www.serebii.net/pokedex-bw/type/rock.gif'],"['Mold Breaker', 'Sheer Force']","['67', '125', '40', '30', '30', '58']"
#0409,Rampardos,https://www.serebii.net/pokedex-sv/icon/new/409.png,['https://www.serebii.net/pokedex-bw/type/rock.gif'],"['Mold Breaker', 'Sheer Force']","['97', '165', '60', '65', '50', '58']"
#0410,Shieldon,https://www.serebii.net/pokedex-sv/icon/new/410.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/steel.gif']","['Sturdy', 'Soundproof']","['30', '42', '118', '42', '88', '30']"
#0411,Bastiodon,https://www.serebii.net/pokedex-sv/icon/new/411.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/steel.gif']","['Sturdy', 'Soundproof']","['60', '52', '168', '47', '138', '30']"
#0412,Burmy,https://www.serebii.net/pokedex-sv/icon/new/412.png,['https://www.serebii.net/pokedex-bw/type/bug.gif'],"['Shed Skin', 'Overcoat']","['40', '29', '45', '29', '45', '36']"
#0413,Wormadam,https://www.serebii.net/pokedex-sv/icon/new/413.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/grass.gif']","['Anticipation', 'Overcoat']","['60', '59', '85', '79', '105', '36']"
#0414,Mothim,https://www.serebii.net/pokedex-sv/icon/new/414.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Swarm', 'Tinted Lens']","['70', '94', '50', '94', '50', '66']"
#0415,Combee,https://www.serebii.net/pokedex-sv/icon/new/415.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Honey Gather', 'Hustle']","['30', '30', '42', '30', '42', '70']"
#0416,Vespiquen,https://www.serebii.net/pokedex-sv/icon/new/416.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Pressure', 'Unnerve']","['70', '80', '102', '80', '102', '40']"
#0417,Pachirisu,https://www.serebii.net/pokedex-sv/icon/new/417.png,['https://www.serebii.net/pokedex-bw/type/electric.gif'],"['Run Away', 'Pickup', 'Volt Absorb']","['60', '45', '70', '45', '90', '95']"
#0418,Buizel,https://www.serebii.net/pokedex-sv/icon/new/418.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Swift Swim', 'Water Veil']","['55', '65', '35', '60', '30', '85']"
#0419,Floatzel,https://www.serebii.net/pokedex-sv/icon/new/419.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Swift Swim', 'Water Veil']","['85', '105', '55', '85', '50', '115']"
#0420,Cherubi,https://www.serebii.net/pokedex-sv/icon/new/420.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],['Chlorophyll'],"['45', '35', '45', '62', '53', '35']"
#0421,Cherrim,https://www.serebii.net/pokedex-sv/icon/new/421.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],['Flower Gift'],"['70', '60', '70', '87', '78', '85']"
#0422,Shellos,https://www.serebii.net/pokedex-sv/icon/new/422.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Sticky Hold', 'Storm Drain', 'Sand Force']","['76', '48', '48', '57', '62', '34']"
#0423,Gastrodon,https://www.serebii.net/pokedex-sv/icon/new/423.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/ground.gif']","['Sticky Hold', 'Storm Drain', 'Sand Force']","['111', '83', '68', '92', '82', '39']"
#0424,Ambipom,https://www.serebii.net/pokedex-sv/icon/new/424.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Technician', 'Pickup', 'Skill Link']","['75', '100', '66', '60', '66', '115']"
#0425,Drifloon,https://www.serebii.net/pokedex-sv/icon/new/425.png,"['https://www.serebii.net/pokedex-bw/type/ghost.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Aftermath', 'Unburden', 'Flare Boost']","['90', '50', '34', '60', '44', '70']"
#0426,Drifblim,https://www.serebii.net/pokedex-sv/icon/new/426.png,"['https://www.serebii.net/pokedex-bw/type/ghost.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Aftermath', 'Unburden', 'Flare Boost']","['150', '80', '44', '90', '54', '80']"
#0427,Buneary,https://www.serebii.net/pokedex-sv/icon/new/427.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Run Away', 'Klutz', 'Limber']","['55', '66', '44', '44', '56', '85']"
#0428,Lopunny,https://www.serebii.net/pokedex-sv/icon/new/428.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Cute Charm', 'Klutz', 'Limber']","['65', '76', '84', '54', '96', '105']"
#0429,Mismagius,https://www.serebii.net/pokedex-sv/icon/new/429.png,['https://www.serebii.net/pokedex-bw/type/ghost.gif'],['Levitate'],"['60', '60', '60', '105', '105', '105']"
#0430,Honchkrow,https://www.serebii.net/pokedex-sv/icon/new/430.png,"['https://www.serebii.net/pokedex-bw/type/dark.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Insomnia', 'Super Luck', 'Moxie']","['100', '125', '52', '105', '52', '71']"
#0431,Glameow,https://www.serebii.net/pokedex-sv/icon/new/431.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Limber', 'Own Tempo', 'Keen Eye']","['49', '55', '42', '42', '37', '85']"
#0432,Purugly,https://www.serebii.net/pokedex-sv/icon/new/432.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Thick Fat', 'Own Tempo', 'Defiant']","['71', '82', '64', '64', '59', '112']"
#0433,Chingling,https://www.serebii.net/pokedex-sv/icon/new/433.png,['https://www.serebii.net/pokedex-bw/type/psychic.gif'],['Levitate'],"['45', '30', '50', '65', '50', '45']"
#0434,Stunky,https://www.serebii.net/pokedex-sv/icon/new/434.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/dark.gif']","['Stench', 'Aftermath', 'Keen Eye']","['63', '63', '47', '41', '41', '74']"
#0435,Skuntank,https://www.serebii.net/pokedex-sv/icon/new/435.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/dark.gif']","['Stench', 'Aftermath', 'Keen Eye']","['103', '93', '67', '71', '61', '84']"
#0436,Bronzor,https://www.serebii.net/pokedex-sv/icon/new/436.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Levitate', 'Heatproof', 'Heavy Metal']","['57', '24', '86', '24', '86', '23']"
#0437,Bronzong,https://www.serebii.net/pokedex-sv/icon/new/437.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Levitate', 'Heatproof', 'Heavy Metal']","['67', '89', '116', '79', '116', '33']"
#0438,Bonsly,https://www.serebii.net/pokedex-sv/icon/new/438.png,['https://www.serebii.net/pokedex-bw/type/rock.gif'],"['Sturdy', 'Rock Head', 'Rattled']","['50', '80', '95', '10', '45', '10']"
#0439,Mime Jr.,https://www.serebii.net/pokedex-sv/icon/new/439.png,"['https://www.serebii.net/pokedex-bw/type/psychic.gif', 'https://www.serebii.net/pokedex-bw/type/fairy.gif']","['Soundproof', 'Filter', 'Technician']","['20', '25', '45', '70', '90', '60']"
#0440,Happiny,https://www.serebii.net/pokedex-sv/icon/new/440.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Natural Cure', 'Serene Grace', 'Friend Guard']","['100', '5', '5', '15', '65', '30']"
#0441,Chatot,https://www.serebii.net/pokedex-sv/icon/new/441.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Keen Eye', 'Tangled Feet', 'Big Pecks']","['76', '65', '45', '92', '42', '91']"
#0442,Spiritomb,https://www.serebii.net/pokedex-sv/icon/new/442.png,"['https://www.serebii.net/pokedex-bw/type/ghost.gif', 'https://www.serebii.net/pokedex-bw/type/dark.gif']","['Pressure', 'Infiltrator']","['50', '92', '108', '92', '108', '35']"
#0443,Gible,https://www.serebii.net/pokedex-sv/icon/new/443.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/ground.gif']","['Sand Veil', 'Rough Skin']","['58', '70', '45', '40', '45', '42']"
#0444,Gabite,https://www.serebii.net/pokedex-sv/icon/new/444.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/ground.gif']","['Sand Veil', 'Rough Skin']","['68', '90', '65', '50', '55', '82']"
#0445,Garchomp,https://www.serebii.net/pokedex-sv/icon/new/445.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/ground.gif']","['Sand Veil', 'Rough Skin']","['108', '130', '95', '80', '85', '102']"
#0446,Munchlax,https://www.serebii.net/pokedex-sv/icon/new/446.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Pickup', 'Thick Fat', 'Gluttony']","['135', '85', '40', '40', '85', '5']"
#0447,Riolu,https://www.serebii.net/pokedex-sv/icon/new/447.png,['https://www.serebii.net/pokedex-bw/type/fighting.gif'],"['Steadfast', 'Inner Focus', 'Prankster']","['40', '70', '40', '35', '40', '60']"
#0448,Lucario,https://www.serebii.net/pokedex-sv/icon/new/448.png,"['https://www.serebii.net/pokedex-bw/type/fighting.gif', 'https://www.serebii.net/pokedex-bw/type/steel.gif']","['Steadfast', 'Inner Focus', 'Justified']","['70', '110', '70', '115', '70', '90']"
#0449,Hippopotas,https://www.serebii.net/pokedex-sv/icon/new/449.png,['https://www.serebii.net/pokedex-bw/type/ground.gif'],"['Sand Stream', 'Sand Force']","['68', '72', '78', '38', '42', '32']"
#0450,Hippowdon,https://www.serebii.net/pokedex-sv/icon/new/450.png,['https://www.serebii.net/pokedex-bw/type/ground.gif'],"['Sand Stream', 'Sand Force']","['108', '112', '118', '68', '72', '47']"
#0451,Skorupi,https://www.serebii.net/pokedex-sv/icon/new/451.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/bug.gif']","['Battle Armor', 'Sniper', 'Keen Eye']","['40', '50', '90', '30', '55', '65']"
#0452,Drapion,https://www.serebii.net/pokedex-sv/icon/new/452.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/dark.gif']","['Battle Armor', 'Sniper', 'Keen Eye']","['70', '90', '110', '60', '75', '95']"
#0453,Croagunk,https://www.serebii.net/pokedex-sv/icon/new/453.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/fighting.gif']","['Anticipation', 'Dry Skin', 'Poison Touch']","['48', '61', '40', '61', '40', '50']"
#0454,Toxicroak,https://www.serebii.net/pokedex-sv/icon/new/454.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/fighting.gif']","['Anticipation', 'Dry Skin', 'Poison Touch']","['83', '106', '65', '86', '65', '85']"
#0455,Carnivine,https://www.serebii.net/pokedex-sv/icon/new/455.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],['Levitate'],"['74', '100', '72', '90', '72', '46']"
